image,label,style,mean_brigtness,entropy_brightness,noise_entropy,snr,mean_red,mean_green,mean_blue,variance_red,variance_green,variance_blue,kurt_red,kurt_blue,kurt_green,skew_red,skew_blue,skew_green,avg_entropy_rgb,hue_skewness,hue_kurt,hue_variance,sat_skewness,sat_kurt,sat_variance,val_skewness,val_kurt,val_variance,avg_entropy_hsv,contrast,correlation,energy,homogeneity,entropy_lbp,variance_lbp,edgelen,hog_mean,hog_variance,hog_skewness,hog_kurt,hog_entropy
konstantinos-parthenis_still-life.jpg,1,cubism,155.2902576,15.91303283,5.576007242,19.78475094,164.4466744,157.2003537,121.3455286,59689.938,66895.84,88523.914,-0.22711587,-0.40528297,-0.5446451,1.013843,1.0297743,0.9485253,7.2070374,6.9944477,55.716694,2340214.8,2.62034,6.1470146,313256.7,0.9761268,-0.3327706,61420.016,5.755144,1344.430635,0.682581543,0.011213273,0.063068342,3.238997098,5370655.05,11192,0.142753144,0.007399318,0.349426904,-0.764766385,14.69912773
arshile-gorky_mechanics-of-flying.jpg,1,cubism,125.1410073,15.72974002,5.04863101,19.0589726,128.3099731,126.5475894,109.5916955,33990.723,26215.248,45984.895,0.6045382,1.5188618,-0.056663036,1.0246655,1.225998,0.34949318,7.5876746,3.043766,9.681931,542229.75,1.9777777,6.6934547,60598.47,0.13921377,-0.728246,31068.06,6.889008,3692.846463,0.638331681,0.013035785,0.129188328,3.206009283,7693151.65,4281,0.124532524,0.012269428,1.118649556,0.64723484,14.43822145
raoul-dufy_homage-to-mozart.jpg,1,cubism,139.1871126,15.82203138,6.103236508,19.61810946,176.5132488,127.0302345,103.8719262,53572.36,37492.29,47063.176,0.6729791,1.2997193,1.1762099,1.4088352,1.3130295,1.4074352,7.5359344,4.7625213,29.376347,683770.4,1.069872,0.7219751,42044.29,1.3610013,0.5827148,54444.395,6.889582,2884.896361,0.655379111,0.01164479,0.085002872,3.213225983,6894866.25,14128,0.135990111,0.009284467,0.489764205,-0.765090809,14.5965503
kazimir-malevich_reaper-1912.jpg,1,cubism,83.71838524,15.74728706,4.879833239,15.51151395,100.3658747,79.85241061,59.80272203,74626.71,83535.49,166821.44,5.3687477,2.098486,2.6908307,2.1353788,1.8076162,1.6607375,6.993832,3.3322182,12.39561,630315.7,4.125949,29.220512,108045.62,2.077702,5.7223663,65595.97,6.669836,881.2800157,0.819775958,0.018352847,0.117410122,3.168620297,10126979.45,4491,0.145781848,0.006525431,0.329989692,-0.426189328,14.74359423
georges-braque_under-the-lamp-1952.jpg,1,cubism,90.53530181,15.74593051,5.583380512,16.25462055,114.0544867,82.54189927,69.98434448,32001.035,78800.33,138643.05,-0.6809859,5.593689,1.5965495,0.3351609,2.5629435,1.6385427,7.287131,3.541197,13.763741,551845.75,-0.285514,-0.60155344,16536.77,0.33104888,-0.55582,29959.824,7.056784,2236.672282,0.620954108,0.011879896,0.074259808,3.246293252,4878718.85,8655,0.139438018,0.008334817,0.548757683,-0.478695601,14.65916475
kazimir-malevich_composition-with-the-mona-lisa-1914.jpg,1,cubism,139.0206075,15.67573807,5.682832495,20.84896564,194.0259439,120.7915417,88.59318724,472926.75,141530.72,141301.53,62.74289,53.1204,35.07959,7.296467,6.648921,5.4251876,7.0042987,6.6844444,60.512283,984198.3,10.660919,138.39624,154231.58,7.604009,68.91925,492729.78,6.324817,3130.127576,0.78173623,0.014058114,0.10619852,3.213705089,7182114.45,8573,0.134625366,0.009653789,0.807809188,0.479871138,14.59087935
salvador-dali_bather.jpg,1,cubism,111.0085813,15.892783,5.519128001,16.99934721,98.06898885,122.1529873,87.59944637,46916.31,50006.246,69168.98,-0.9708464,-0.18003821,-1.1889641,0.47003597,0.9860275,0.4099608,7.314617,1.7307363,1.9585428,385879.6,1.4547223,0.7298467,135894.31,0.3514427,-1.2559477,48137.176,6.576443,706.4577882,0.780181012,0.010412107,0.065474311,3.143849657,11514681.25,8514,0.14965952,0.005379806,0.064358024,-0.917127703,14.79244876
salvador-dali_homage-to-erik-satie.jpg,1,cubism,169.6438447,15.92130989,5.410060268,20.61267614,167.0958093,168.6994541,181.2600384,64449.516,78910.375,85790.56,0.4205773,2.1347141,2.8800955,1.1575533,1.7357905,1.8567089,7.2854314,4.3097415,21.620749,892012.7,1.5696365,1.3012228,133854.5,1.8169935,2.149694,118843.84,6.317187,1688.317459,0.610991288,0.018291528,0.128718996,3.186806104,8704796.25,7253,0.134687184,0.00963714,0.822594089,1.00180336,14.5788309
ben-nicholson_aegean-1967.jpg,1,cubism,210.5918954,15.98054905,4.047182029,22.54599571,217.0144406,210.5351788,193.8115955,524055.06,473934.12,474282.66,25.624056,20.611084,16.408577,4.4800496,4.0695653,3.697239,5.428077,11.111153,130.93265,9260231,6.8190355,48.316456,1880249.4,4.4800463,25.624027,524055.3,3.6120398,371.8512941,0.589977355,0.084782221,0.308015882,3.077826203,16298814.05,4300,0.129410241,0.011030767,1.001154676,0.576165484,14.50672817
pablo-picasso_cat-eating-a-bird-1939.jpg,1,cubism,117.4653595,15.7496092,6.004104332,18.30882788,131.9209381,112.9389312,102.7962476,13346.949,22524.582,41779.87,0.16029072,-1.0617269,-0.8634732,-0.33700603,0.5488443,-0.114213616,7.6562233,3.8316398,15.407963,761920.06,2.897132,10.124544,77153.02,-0.13756026,0.25784826,15082.208,6.8764586,2307.805663,0.71998727,0.00821707,0.055657656,3.140911564,11560971.85,9995,0.146177367,0.006409955,0.339786684,-0.545399439,14.75127896
natalia-goncharova_forest-red-green-1914.jpg,1,cubism,112.3923414,15.85514016,5.078785715,17.40847111,103.0026913,117.4049366,111.2410919,106264.53,45082.46,47861.223,3.9598823,-0.1817553,2.386932,2.2178655,0.80819553,1.1858468,7.3335433,2.877069,10.224955,191457,-0.32911125,-1.522766,34025.875,-0.11922476,-0.6633382,26734.504,7.269613,1248.650039,0.746443896,0.010569965,0.069704528,3.259137031,3923677.05,7118,0.137523203,0.008865146,0.53808312,-0.582933953,14.62334949
pyotr-konchalovsky_a-tree-1916.jpg,1,cubism,97.03704729,15.81082258,6.12909061,16.35580063,97.98256055,97.60330642,91.6231757,72237.48,44337.258,47564.867,5.4219427,-0.99008155,-0.7722354,2.2661998,0.41280392,0.41580358,7.3765798,2.4968064,7.408798,220903.06,0.60783696,-0.9027493,61215.58,0.9187712,1.5231619,34472.52,7.1084323,2928.312627,0.380655115,0.008586169,0.041942187,3.254423833,4372374.25,16203,0.143875088,0.007077737,0.123145518,-1.197543192,14.70644562
endre-bartos_cubist-city-2004.jpg,1,cubism,122.3104652,15.87583897,5.313428971,18.10312748,122.2543791,119.9808997,134.4601153,31212.316,67212.86,40562.07,5.587331,-0.057331562,1.2601228,2.066915,0.6960345,1.3201996,7.486275,5.0246334,30.090683,427472,2.0953894,8.773984,33233.38,0.5456116,-0.8080354,56650.273,7.085768,985.1697412,0.795763494,0.013723428,0.089317449,3.150699371,11201764.85,6081,0.149413004,0.005453532,0.149844607,-0.762125726,14.79166013
jean-metzinger_femme-la-fen-tre-maternit-1912.jpg,1,cubism,93.3391311,15.85095277,5.522160842,15.78624964,97.0909035,93.05760861,84.91727797,36694.87,67323.76,76833.3,-1.1494236,-0.8990123,-0.23793244,0.4691544,0.8215156,1.0262451,7.3228726,1.7571787,2.0971098,304849.12,1.1329545,0.4689741,62442.125,1.0666028,-0.227561,62089.707,6.932347,1490.553929,0.553537276,0.01182407,0.081224409,3.234913917,5764590.65,10044,0.143013284,0.007324978,0.289534723,-0.917090204,14.70172399
alfred-manessier_soir-e-d-octobre-1946.jpg,1,cubism,127.0433526,15.92631278,5.137953282,18.00934196,158.5997386,116.2530258,99.8059208,21860.527,66968.4,81711.586,-1.0617009,-0.14768267,-0.87505484,-0.30771664,1.0421001,0.6882545,7.303678,2.470846,5.6024065,415293.25,-0.6378944,-1.0000567,19973.98,-0.24889533,-1.2742753,28229.543,7.084745,950.7932863,0.649689494,0.010138929,0.067181502,3.244230209,4981789.85,8463,0.143490444,0.00718827,0.335243908,-0.80172696,14.71173766
sa-nogueira_jardim-suspenso-i-1961.jpg,1,cubism,126.3485121,15.85862185,5.133822969,18.27014208,133.5233987,126.3773318,107.4616532,56541.11,64040.13,65493.07,6.3075085,-0.06937647,3.5464478,2.099909,0.91435045,1.7087159,7.3097596,1.7928555,3.1175718,146393.38,1.655654,3.4242005,79509.734,2.0585513,5.541174,60580.03,7.1121335,1071.319655,0.794877717,0.016602252,0.12196183,3.261053453,3858550.25,8456,0.139848633,0.008220138,0.58024179,0.35125698,14.65519336
vicente-manansala_madonna-and-child-1966.jpg,1,cubism,90.21820838,15.89889423,4.768045333,15.1980114,101.9057439,87.78955786,71.98934256,75662.02,154899.3,278798.53,-0.36386657,7.3646307,3.1101413,0.9273477,2.8142202,2.001999,6.6027884,3.7109935,13.808033,1108646.8,0.46102878,-1.0068847,67291.45,0.9748379,-0.2637353,79258.57,6.2865396,801.6761569,0.639952583,0.015939964,0.087199007,3.253501026,4147745.25,6144,0.131797065,0.010407312,0.6529094,-0.671475497,14.53374304
jean-david_house.jpg,1,cubism,144.9216455,15.84619436,4.961736246,19.75985289,165.0641446,140.7200769,113.6847982,33421.258,24303.285,54751.586,0.055419683,3.868494,-0.63182664,0.82091707,1.9083428,0.2167862,7.5882244,3.8773532,18.864416,678062.06,2.392195,11.337655,58521.785,0.78725064,0.11208701,32835.242,6.8446774,815.3196392,0.895689288,0.011708714,0.106878665,3.179000269,9375375.25,4762,0.139553833,0.008302505,0.788058172,0.775318961,14.66670325
pyotr-konchalovsky_sleeping-woman-1917.jpg,1,cubism,113.0229296,15.85639725,5.605894205,17.36111879,123.1176471,111.9527105,91.99354095,21966.082,33224.47,47668.188,-0.95802665,-1.4831475,-1.5052772,-0.69684064,0.28430927,-0.17487913,7.497789,3.5164142,11.790044,1103979.1,1.1405659,0.6075642,72916.14,-0.6840301,-0.99429965,22451.049,6.4935594,1452.97429,0.680000486,0.008310921,0.053518468,3.242835429,5288161.25,11367,0.146153624,0.006416896,0.146560857,-1.005325015,14.74392899
pablo-picasso_queen-isabella-1908.jpg,1,cubism,89.46174548,15.86292608,5.841181622,15.39224029,78.23306421,99.27966167,68.38826605,42282.773,56404.613,66125.54,-1.4583684,-0.5658927,-1.5780307,0.3543959,0.9218378,0.2951279,7.3252425,1.3318985,1.9482946,176672,-0.501997,-0.9365542,17460.59,0.47973415,-1.2458351,48307.348,7.219171,1423.671247,0.498922735,0.009840928,0.050593601,3.08429283,15042897.25,9748,0.151227939,0.004907888,0.016375724,-0.991311476,14.81396053
salvador-dali_figures-in-a-landscape-at-ampurdan.jpg,1,cubism,134.1215379,15.95037229,4.914655771,18.28598738,117.0034448,140.4787697,146.2719262,85656.266,119477.88,106180.42,-0.20421934,1.13133,1.410182,1.0062308,1.4826849,1.5862206,6.9321136,4.5247707,22.116463,1091432.4,1.5619316,1.3906231,145989.4,1.475568,1.111773,111279.445,6.193072,736.1280784,0.581817035,0.016093124,0.105114675,3.258577278,3944293.25,7497,0.1402986,0.008094081,0.341061311,-0.936064479,14.65833987
ernst-ludwig-kirchner_lovers-the-hembusses.jpg,1,cubism,113.4517186,15.76055557,4.862184201,18.04212332,131.839677,108.4340484,91.05407151,54389.305,84737.03,109079.164,2.75811,9.474261,1.1791735,1.603295,2.8360271,1.4098475,7.232512,4.42944,26.625534,478049.56,0.883832,0.55050755,37152.777,1.699374,4.0444365,54315.86,7.009148,951.4248314,0.88041631,0.021132128,0.164253347,3.175256839,9579310.45,6030,0.131808736,0.010404235,0.859725556,0.27164727,14.54657987
pablo-picasso_farm-woman-1908-1.jpg,1,cubism,73.44258362,15.87899424,5.579791774,13.62883687,88.61500961,70.61817762,48.13536332,64467.434,144833.58,213604.17,-1.1859922,4.2261596,1.7296815,0.6083549,2.2878025,1.6995547,6.732119,3.4295688,12.266014,683749,-0.4585928,-0.91081476,20545.254,0.6897605,-1.0657299,69362.86,6.7724404,757.0177725,0.576119495,0.014304412,0.070481806,3.063364391,16294646.65,6947,0.151673147,0.004773034,-0.047325837,-0.925908835,14.81729601
albert-gleizes_untitled-2.jpg,1,cubism,108.9325644,15.81223437,5.04718895,17.39969969,129.1050827,101.9373933,92.02005383,31036.072,40309.953,56323.67,-0.36832023,2.8170972,2.6960735,0.48754618,1.7314727,1.4635577,7.5374737,3.574961,15.645964,309868.8,0.6532724,0.6502273,33940.008,0.86183333,0.45469832,35005.297,7.196156,884.9187451,0.850920145,0.013531578,0.120448826,3.256040762,4278594.85,6865,0.139398219,0.008345914,0.742440913,0.868105649,14.66152445
albert-gleizes_serrieres.jpg,1,cubism,70.89856209,15.66967502,4.69201456,14.69987512,70.72,71.05877739,69.08885813,104601.125,131557.38,114936.96,10.086504,15.839598,30.357353,2.606721,3.2076423,4.391036,7.0362916,13.006293,169.42613,15397402,5.320895,34.36825,825705,4.3869066,30.32558,131620.1,4.2957225,1137.76698,0.765579895,0.039914008,0.226094215,3.194687903,7927151.65,5817,0.122668472,0.012730224,1.162783483,1.190489031,14.38658901
stanley-pinker_a-girl-with-an-umbrella.jpg,1,cubism,134.4961938,15.91202274,5.477629367,18.59971881,133.5053595,138.0392003,118.8672203,18244.2,40677.34,18500.45,-0.1104188,-0.53618646,-1.4084007,-0.26091978,-0.31175542,0.06600068,7.620026,2.8637743,7.7538786,461202.22,-1.1222925,0.12973094,10520.996,-0.0569812,-1.3742476,36231.715,7.069988,1028.431388,0.727966552,0.009620988,0.067528241,3.141844651,11642951.45,8083,0.147168525,0.006119203,0.186024649,-0.881880734,14.76097594
pablo-picasso_standing-woman-1946.jpg,1,cubism,159.1003153,15.89569522,5.91464536,20.25517702,180.8346021,162.8285429,82.8549481,67401.305,41514.105,41204.336,0.92738485,-0.86063075,0.42548895,1.4372386,0.5618589,1.1316894,7.46212,6.525232,47.14727,2673956,0.80762285,0.118496895,28564.707,1.477726,1.0669127,66958.664,6.231079,2240.63611,0.600223511,0.010669094,0.071875546,3.119568394,13150874.65,11037,0.146699453,0.006257048,0.320980688,-0.411604687,14.75744478
henri-laurens_autumn-1948.jpg,1,cubism,151.7488351,15.62468397,3.810485925,21.69826746,152.3147405,152.4830604,147.1635217,339683.75,338733.28,336766.38,35.52447,33.687687,35.92314,5.649306,5.425065,5.6773787,6.507227,9.652953,103.41926,3576792.5,15.31834,237.82887,3108840.8,5.722001,36.363266,336662.94,5.10083,2223.866745,0.879756233,0.100522822,0.404205612,2.766941709,48861601.05,5112,0.108899984,0.015486473,1.311374199,1.686572541,14.04471315
marevna---marie-vorobieff--_not-identified-1.jpg,1,cubism,94.44286044,15.90458162,4.745709472,15.54179192,96.29001153,89.61179546,114.3675202,61280.04,97096.6,80953.64,-1.6662636,-1.306224,-1.2835994,0.22741206,0.61263007,0.6919383,6.982219,2.277438,5.2587824,423732.22,1.3388048,0.92007565,118571.5,0.5161066,-1.5137727,78508.58,6.501354,518.1781333,0.738680026,0.014751146,0.112856847,3.205032044,7576259.05,4413,0.141471988,0.007763454,0.527812486,-0.321027285,14.68704475
marc-chagall_the-drunkard-1912.jpg,1,cubism,123.1884506,15.79804082,5.104296178,18.4483254,137.243291,121.8306498,93.33447136,45607.01,24792.035,74076.06,0.44788766,0.4089055,-0.7328706,1.0717843,1.3076224,0.09780349,7.468452,2.6407726,8.357375,277239.88,0.34935674,-0.51666737,36895.977,1.1366822,0.9219687,42398.195,7.1425805,2089.38971,0.71571904,0.009949421,0.077230742,3.255285803,4271856.25,5611,0.136790946,0.009066015,0.771879348,0.216672392,14.6254145
pablo-picasso_harlequin-and-woman-with-necklace-1917.jpg,1,cubism,91.68527489,15.70079379,5.785684521,16.29912019,82.60616686,95.92750481,93.65979239,77376.68,104644.98,112702.05,7.6452055,1.0784707,0.36318254,2.215612,1.4916055,1.354568,7.081766,2.077632,4.869911,261665.02,2.393942,4.9888577,146255.61,1.3966805,0.54553366,105056.34,6.748099,2301.419624,0.556561098,0.014950085,0.085035315,3.097974099,14254505.25,7199,0.141665685,0.007708612,0.351425395,-0.587478337,14.67882435
david-bomberg_the-mud-bath-1914.jpg,1,cubism,130.1927874,15.85017333,4.966883198,18.66025686,158.6498424,119.958093,108.2017686,101708.92,127076.97,132278.95,-0.04568863,3.5548177,4.992925,1.1571156,1.941869,2.0911303,6.85136,4.620088,24.107822,869547.3,1.2122948,2.3342152,57874.844,1.2114335,0.09288406,101843.99,6.5387397,4082.2936,0.362750144,0.018603763,0.153526384,3.225341546,5515787.25,7769,0.106435168,0.016449333,1.219242349,0.231887006,14.02926502
pyotr-konchalovsky_city-1912.jpg,1,cubism,76.59993849,15.74962803,5.852684459,14.8247087,82.16282968,76.27178777,63.5602153,88929.92,120812.45,164509.88,3.6907916,6.005286,3.1421275,2.0163913,2.5303507,2.0006049,6.9825635,2.2264185,4.6988134,354366.2,1.2682399,1.400001,73177.75,1.8348168,3.0320277,81102.06,6.816776,1966.07782,0.566571753,0.014438685,0.06597896,3.157344647,10821570.05,12506,0.148814294,0.005632084,0.058379346,-1.020745362,14.7809306
maurice-de-vlaminck_still-life-with-pears.jpg,1,cubism,110.1295963,15.77599909,5.140588722,17.64896393,116.0009842,113.1589081,79.13570165,16999.871,27835.13,70244.29,0.5895984,0.38485074,0.044459105,0.28539145,1.0133826,0.5407728,7.523455,2.9751666,13.042086,280499.97,0.64078194,-0.7272184,42863.402,-0.25646752,-0.13385653,17527.035,7.160215,2139.815294,0.696054303,0.008702172,0.064097109,3.252695856,4475915.05,6255,0.137390053,0.008901751,0.659437662,-0.328591063,14.63253989
marcel-duchamp_nude-descending-a-staircase-no-2-1912.jpg,1,cubism,109.8330027,15.74821012,6.130777321,17.82169342,129.5719185,108.0856132,67.06408304,35732.492,46146.336,89083.55,0.52811027,3.6486044,1.9822259,0.9624013,1.986205,1.5705466,7.426039,3.17546,9.617011,1043014.7,0.89577705,-0.65155053,75591.66,0.9632091,0.531682,35742.3,6.427273,3512.2144,0.570067864,0.010673395,0.066053067,3.228258596,6068882.65,12952,0.135115089,0.009521691,0.511968232,-0.712509597,14.57991803
franz-marc_tyrol-1914.jpg,1,cubism,98.51432526,15.81221264,5.801074073,16.47835851,110.6532872,98.75017301,65.41345636,19241.246,35890.7,92470.61,-0.61438036,0.49531984,-0.8821986,-0.1512072,1.3292736,0.41777715,7.445371,2.288297,4.920869,391536.5,-0.57258815,-0.99677014,22346.418,-0.6344933,-0.67173314,16577.988,7.1284866,1977.063984,0.578016111,0.00784781,0.04305363,3.255659973,4348690.25,13491,0.143029182,0.007320431,0.332664545,-0.979018189,14.70646815
fernand-leger_discs-1918.jpg,1,cubism,112.0902576,15.59226646,5.734555194,18.79872918,130.4220992,109.832203,75.58511342,48212.055,50523.17,117632.17,7.7160616,6.6772194,6.048155,2.3082783,2.6645315,2.0807319,7.39035,3.093934,10.106805,582246.6,1.2746263,2.0232387,49228.86,2.2454665,7.2608604,42573.457,6.8940835,7056.73818,0.423413991,0.013009219,0.105063215,3.250916596,4300357.25,9528,0.110573062,0.015551376,1.162450384,0.190409575,14.12995643
